codigo;descricao
4.03.02.75-0;Perfil lipídico/lipidograma (lipídios totais, colesterol, triglicerídios e eletroforese lipoproteínas), dosagem 0,10 de 1A
4.03.22.02-5;Pirimetamina, dosagem 0,50 de 1A 53,073
4.03.02.29-6;Piruvato quinase, dosagem 0,01 de 1A
4.03.21.50-9;Porfirinas fracionadas plasmáticas 0,50 de 1A 29,925
4.03.02.30-0;Porfirinas quantitativas (cada), dosagem 0,10 de 1A
4.03.02.31-8;Potássio, dosagem 0,01 de 1A
4.03.02.32-6;Pré-albumina, dosagem 0,10 de 1A
4.03.02.33-4;Primidona, dosagem 0,10 de 1A
4.03.02.34-2;Procainamida, dosagem 0,10 de 1A
4.03.02.68-7;Procalcitonina, dosagem 0,50 de 1A 14,742
4.03.02.35-0;Propanolol, dosagem 0,10 de 1A
4.03.02.36-9;Proteína ligadora do retinol, dosagem 0,10 de 1A
4.03.02.37-7;Proteínas totais 0,01 de 1A
4.03.02.38-5;Proteínas totais albumina e globulina, dosagem 0,01 de 1A
4.03.21.51-7;Prozac, dosagem (sangue) 0,50 de 1A 50,922
4.03.02.39-3;Quinidina, dosagem 0,10 de 1A
4.03.22.24-6;Receptor solúvel de transferrina 0,25 de 1A 22,035
4.03.02.40-7;Reserva alcalina (bicarbonato), dosagem 0,01 de 1A
4.03.02.41-5;Sacarose, teste de tolerância 0,10 de 1A
4.03.21.56-8;Sirolimus, dosagem 0,25 de 1A 23,857
4.03.02.42-3;Sódio, dosagem 0,01 de 1A
4.03.02.43-1;Succinil acetona, dosagem 0,75 de 1A 28,476
4.03.22.05-0;Sulfametoxazol, dosagem 0,50 de 1A 34,443
4.03.02.44-0;Sulfonamidas livre e acetilada (% de acetilação), dosagem 0,10 de 1A
4.03.22.08-4;Swelling test 0,04 de 1A
4.03.02.45-8;Tacrolimus, dosagem 0,50 de 1A 15,588
4.03.02.46-6;Tálio, dosagem 0,10 de 1A
4.03.22.58-0;Teicoplanina, dosagem 0,10 de 1A
4.03.02.47-4;Teofilina, dosagem 0,10 de 1A
4.03.02.48-2;Teste de tolerância a insulina ou hipoglicemiantes orais (até 6 dosagens)
4.03.02.70-9;Teste oral de tolerância à glicose – 2 dosagens 0,10 de 1A
4.03.02.49-0;Tirosina, dosagem 0,10 de 1A
4.03.21.61-4;Topiramato, dosagem (sangue) 0,25 de 1A 24,503
4.03.02.50-4;Transaminase oxalacética (amino transferase aspartato), dosagem 0,01 de 1A
4.03.02.51-2;Transaminase pirúvica (amino transferase de alanina), dosagem 0,01 de 1A
4.03.02.52-0;Transferrina, dosagem 0,01 de 1A
4.03.02.53-9;Triazolam, dosagem 0,25 de 1A
4.03.02.54-7;Triglicerídeos, dosagem 0,01 de 1A
4.03.02.55-5;Trimipramina, dosagem 0,10 de 1A
4.03.22.49-1;Tripsina, dosagem 0,04 de 1A
4.03.02.56-3;Tripsina imunorreativa (IRT), pesquisa e/ou dosagem 0,01 de 1A
4.03.02.57-1;Troponina, dosagem 0,10 de 1A
4.03.02.58-0;Ureia, dosagem 0,01 de 1A
4.03.02.59-8;Urobilinogênio, dosagem 0,01 de 1A
4.03.22.11-4;Vancomicina, dosagem 0,10 de 1A 10,561
4.03.21.68-1;Vigabatrina, dosagem 0,10 de 1A
4.03.02.83-0;Vitamina D (25-hidróxi-) (vitamina D3), dosagem 0,01 de 1A
4.03.02.60-1;Vitamina A, dosagem 0,01 de 1A
4.03.02.78-4;Vitamina B1, dosagem 0,01 de 1A 22,240
4.03.02.79-2;Vitamina B2, dosagem 0,01 de 1A 33,620
4.03.02.80-6;Vitamina B3, dosagem 0,01 de 1A 33,620
4.03.02.81-4;Vitamina B6, dosagem 0,01 de 1A
4.03.02.82-2;Vitamina D2, dosagem 0,01 de 1A
4.03.02.61-0;Vitamina E, dosagem 0,01 de 1A
4.03.02.84-9;Vitamina K, dosagem 0,01 de 1A 56,292
4.03.02.62-8;Xilose, teste de absorção à 0,10 de 1A
4.03.22.50-5;Zinco eritrocitário, dosagem 0,04 de 1A
4.03.03.01-2;Alfa-1-antitripsina (fezes), pesquisa e/ou dosagem 0,01 de 1A
4.03.03.02-0;Anal Swab, pesquisa de oxiúrus 0,04 de 1A
4.03.03.03-9;Coprológico funcional (caracteres, pH, digestibilidade, amônia, ácidos orgânicos e interpretação) 0,04 de 1A
4.03.03.33-0;Dosagem fecal de calprotectina
4.03.03.04-7;Eosinófilos, pesquisa nas fezes 0,04 de 1A
4.03.03.17-9;Esteatócrito, triagem para gordura fecal 0,04 de 1A
4.03.03.18-7;Estercobilinogênio fecal, dosagem 0,04 de 1A
4.03.03.05-5;Gordura fecal, dosagem 0,04 de 1A
4.03.03.06-3;Hematoxilina férrica, pesquisa de protozoários nas fezes 0,04 de 1A
4.03.03.07-1;Identificação de helmintos, exame de fragmentos nas fezes 0,04 de 1A
4.03.03.08-0;Larvas (fezes), pesquisa 0,04 de 1A
4.03.03.09-8;Leucócitos e hemácias, pesquisa nas fezes 0,04 de 1A
4.03.03.10-1;Leveduras, pesquisa nas fezes 0,04 de 1A
4.03.03.26-8;Oograma nas fezes 0,01 de 1A
4.03.03.11-0;Parasitológico nas fezes 0,04 de 1A
4.03.03.12-8;Parasitológico, colheita múltipla com fornecimento do líquido conservante nas fezes 0,04 de 1A
4.03.03.13-6;Sangue oculto, pesquisa nas fezes 0,04 de 1A
4.03.03.25-0;Sangue oculto nas fezes, pesquisa imunológica 0,01 de 1A
4.03.03.14-4;Schistosoma, pesquisa ovos em fragmentos mucosa após biópsia retal 0,04 de 1A
4.03.03.15-2;Substâncias redutoras nas fezes, pesquisa 0,04 de 1A
4.03.03.16-0;Tripsina, prova de (digestão da gelatina) 0,04 de 1A
4.03.19.39-3;Adesividade plaquetária 0,10 de 1A 13,369
4.03.04.66-3;Alfa-2-antiplasmina, teste funcional 0,25 de 1A 10,188
4.03.04.97-3;Alfa talassemia por biologia molecular 0,25 de 1A 10,188
4.03.19.31-8;Análise de multímeros para pacientes com doença de Von Willebrand
4.03.04.01-9;Anticoagulante lúpico, pesquisa 0,04 de 1A
4.03.04.02-7;Anticorpo anti-A e B, pesquisa e/ou dosagem 0,01 de 1A
4.03.04.67-1;Anticorpo antimieloperoxidase, MPO, dosagem 0,50 de 1A 14,985
4.03.04.03-5;Anticorpos antiplaquetários, citometria de fluxo 0,75 de 1A
4.03.04.05-1;Anticorpos irregulares, pesquisa (meio salino a temperatura ambiente e 37º e teste indireto de Coombs) 0,04 de 1A
4.03.04.04-3;Anticorpos irregulares, pesquisa e/ou dosagem 0,10 de 1A
4.03.04.06-0;Antitrombina III, dosagem 0,04 de 1A
4.03.04.07-8;Ativador tissular de plasminogênio (TPA), dosagem 0,50 de 1A 14,742
4.03.04.93-0;Baço, exame de esfregaço de aspirado
4.03.19.04-0;Cadeia Kappa-Lambda leve livre – sangue ou urina 0,50 de 1A 37,971
4.03.04.08-6;CD... (antígeno de dif. celular, cada determinação), pesquisa e/ou dosagem 0,10 de 1A
4.03.19.36-9;CD3, imunofenotipagem 0,10 de 1A
4.03.19.37-7;CD34, imunofenotipagem 0,25 de 1A 26,712
4.03.19.33-4;CD52, marcador isolado 0,10 de 1A
4.03.19.38-5;Ciclina D1, imunofenotipagem 0,50 de 1A 69,684
4.03.04.09-4;Citoquímica para classificar leucemia: esterase, fosfatase leucocitária, PAS, peroxidase ou SB, etc. – cada 0,10 de 1A
4.03.04.92-2;Coagulograma (TS, TC, prova do laço, retração do coágulo, contagem de plaquetas, tempo de protrombina, tempo de tromboplastina, parcial ativado) 0,01 de 1A
4.03.04.80-9;Consumo de protrombina 0,01 de 1A
4.03.04.10-8;Coombs direto 0,01 de 1A
4.03.04.88-4;Coombs indireto 0,04 de 1A
4.03.19.43-1;Cross match plaquetário 0,10 de 1A 12,796
4.03.04.90-6;Dímero D, dosagem 0,10 de 1A
4.03.04.11-6;Enzimas eritrocitárias, (adenilatoquinase, desidrogenase láctica, fosfofructoquinase, fosfoglicerato quinase, gliceraldeído, 3 – fosfato desidrogenase, glicose fosfato isomerase, glicose 6 – fosfato desidrogenase, glutation peroxidase, glutation), pesquisa e/ou dosagem 0,10 de 1A
4.03.04.81-7;Enzimas eritrocitárias, rastreio para deficiência 0,01 de 1A
4.03.04.82-5;Esplenograma (citologia) 0,10 de 1A
4.03.04.86-8;Estreptozima, dosagem 0,04 de 1A
4.03.04.13-2;Falcização, teste de 0,04 de 1A
4.03.04.14-0;Fator 4 plaquetário, dosagens 0,10 de 1A
4.03.04.15-9;Fator II, dosagem 0,10 de 1A
4.03.19.44-0;Fator II, dosagem do inibidor 0,10 de 1A 10,655
4.03.04.17-5;Fator V, dosagem 0,10 de 1A
4.03.04.68-0;Fator VII, dosagem 0,10 de 1A
4.03.19.45-8;Fator VII, dosagem do inibidor 0,10 de 1A 10,098
4.03.04.18-3;Fator VIII, dosagem 0,10 de 1A
4.03.04.19-1;Fator VIII, dosagem do antígeno (Von Willebrand) 0,10 de 1A 11,385
4.03.04.20-5;Fator VIII, dosagem do inibidor 0,10 de 1A 11,385
4.03.04.16-7;Fator IX, dosagem 0,10 de 1A
4.03.04.75-2;Fator IX, dosagem do inibidor 0,50 de 1A 11,385
4.03.19.09-1;Fator X ativado 0,10 de 1A 10,098
4.03.04.21-3;Fator X, dosagem 0,10 de 1A
4.03.04.22-1;Fator XI, dosagem 0,10 de 1A
4.03.04.23-0;Fator XII, dosagem 0,10 de 1A
4.03.04.69-8;Fator XIII, dosagem, teste funcional 0,10 de 1A
4.03.04.24-8;Fator XIII, pesquisa 0,10 de 1A
4.03.04.25-6;Fenotipagem do sistema Rh-Hr [anti Rho(D) + anti Rh(C) + anti Rh(E)] 0,10 de 1A
4.03.04.26-4;Fibrinogênio, dosagem 0,01 de 1A
4.03.19.46-6;Fibrinogênio quantitativo, nefelometria 0,01 de 1A
4.03.04.27-2;Filária, pesquisa 0,04 de 1A
4.03.04.28-0;Grupo ABO, classificação reversa, determinação 0,01 de 1A
4.03.04.29-9;Grupo sanguíneo ABO, e fator Rho (inclui Du), determinação 0,01 de 1A
4.03.04.30-2;Ham, teste de (hemólise ácida) 0,01 de 1A
4.03.04.31-0;Heinz, corpúsculos, pesquisa 0,04 de 1A
4.03.19.11-3;Hemácias, contagem 0,01 de 1A
4.03.04.32-9;Hemácias fetais, pesquisa 0,04 de 1A
4.03.04.33-7;Hematócrito, determinação do 0,01 de 1A
4.03.04.35-3;Hemoglobina (eletroforese ou HPLC) 0,10 de 1A
4.03.19.13-0;Hemoglobina fetal, dosagem 0,04 de 1A
4.03.19.22-9;Hemoglobina H, pesquisa 0,01 de 1A
4.03.04.83-3;Hemoglobina instabilidade a 37°C 0,01 de 1A
4.03.04.34-5;Hemoglobina, dosagem 0,01 de 1A
4.03.04.84-1;Hemoglobina, solubilidade (HbS e HbD), pesquisa 0,01 de 1A
4.03.19.47-4;Hemoglobinopatia, neonatal, sangue periférico 0,04 de 1A
4.03.04.85-0;Hemoglobinopatia – triagem (El.HB., hemoglob. fetal reticulócitos, corpos de H, T. falcização hemácias, resist. osmótica, termo estabilidade) 0,10 de 1A
4.03.04.36-1;Hemograma com contagem de plaquetas ou frações (eritrograma, leucograma, plaquetas) 0,01 de 1A
4.03.04.37-0;Hemossedimentação, (VHS), velocidade 0,01 de 1A
4.03.04.38-8;Hemossiderina (siderócitos), sangue ou urina, pesquisa 0,01 de 1A
4.03.04.39-6;Heparina, dosagem 0,10 de 1A
4.03.04.70-1;Imunofenotipagem para doença residual mínima (*) 0,75 de 1A 24,066
4.03.04.71-0;Imunofenotipagem para hemoglobinúria paroxística noturna (*) 0,50 de 1A 21,276
4.03.04.72-8;Imunofenotipagem para leucemias agudas ou síndrome mielodisplásica (*) 0,75 de 1A 48,492
4.03.04.73-6;Imunofenotipagem para linfoma não Hodgkin/síndrome linfoproliferativa crônica (*) 0,50 de 1A 15,372
4.03.04.74-4;Imunofenotipagem para perfil imune (*) 0,50 de 1A 15,372
4.03.04.40-0;Inibidor do TPA (PAI), pesquisa e/ou dosagem 0,50 de 1A 12,686
4.03.04.76-0;Inibidor dos fatores da hemostasia, triagem 0,50 de 1A 11,250
4.03.04.41-8;Leucócitos, contagem 0,01 de 1A
4.03.04.94-9;Linfonodo, exame de esfregaço de aspirado
4.03.04.48-5;Medula óssea, aspiração para mielograma ou microbiológico
4.03.04.43-4;Meta-hemoglobina, determinação da 0,01 de 1A
4.03.19.17-2;Microesferócitos, pesquisa de 0,04 de 1A
4.03.04.89-2;Mielograma 0,10 de 1A
4.03.19.19-9;Neutrófilos, pesquisa de 0,01 de 1A
4.03.04.45-0;Plaquetas, teste de agregação (por agente agregante), cada 0,10 de 1A
4.03.04.46-9;Plasminogênio, dosagem 0,10 de 1A
4.03.04.47-7;Plasmódio, pesquisa 0,04 de 1A
4.03.04.49-3;Produtos de degradação da fibrina, qualitativo 0,10 de 1A
4.03.04.77-9;Produtos de degradação da fibrina, quantitativo 0,10 de 1A
4.03.04.50-7;Proteína C, dosagem 0,10 de 1A
4.03.04.78-7;Proteína S livre, dosagem 0,50 de 1A 14,742
4.03.04.51-5;Proteína S, teste funcional 0,10 de 1A
4.03.04.52-3;Protoporfirina eritrocitária livre – zinco, dosagem 0,04 de 1A
4.03.19.32-6;Protrombina, pesquisa de mutação
4.03.04.53-1;Prova do laço 0,01 de 1A
4.03.19.25-3;Prova funcional DDAVP – Von Willebrand (1 hora) 0,50 de 1A 63,930
4.03.19.26-1;Prova funcional DDAVP – Von Willebrand (4 horas)
4.03.04.54-0;Resistência globular, curva de 0,01 de 1A
4.03.04.55-8;Reticulócitos, contagem 0,01 de 1A
4.03.04.56-6;Retração do coágulo 0,01 de 1A
4.03.04.57-4;Ristocetina, co-fator, teste funcional, dosagem 0,25 de 1A
4.03.04.87-6;Sulfo-hemoglobina, determinação da 0,01 de 1A
4.03.04.58-2;Tempo de coagulação, determinação 0,01 de 1A
4.03.19.40-7;Tempo de coagulação ativado (TCA) 0,01 de 1A
4.03.19.27-0;Tempo de lise de euglobulina 0,50 de 1A 10,000
4.03.04.59-0;Tempo de protrombina, determinação 0,01 de 1A
4.03.04.60-4;Tempo de reptilase, determinação 0,01 de 1A
4.03.04.91-4;Tempo de sangramento (Duke), determinação 0,01 de 1A
4.03.04.61-2;Tempo de sangramento de IVY, determinação 0,75 de 1A
4.03.19.28-8;Teste cruzado de grupos sanguíneos 0,04 de 1A
4.03.19.29-6;Teste de estímulo DDAQVP para dosagem de cortisol e ACTH 0,10 de 1A 12,471
4.03.19.41-5;Teste de viabilidade celular, citometria de fluxo, outros materiais 0,10 de 1A 13,369
4.03.04.62-0;Tempo de trombina, determinação 0,01 de 1A
4.03.04.63-9;Tempo de tromboplastina parcial ativada, determinação 0,01 de 1A
4.03.04.64-7;Tripanossoma, pesquisa 0,04 de 1A
4.03.04.65-5;Tromboelastograma, pesquisa e/ou dosagem 0,10 de 1A
4.03.05.01-5;1,25-dihidróxi-vitamina D, dosagem 0,10 de 1A
4.03.05.74-0;11-desoxicorticosterona, dosagem 0,25 de 1A
4.03.16.01-7;17-alfa-hidroxiprogesterona, dosagem 0,01 de 1A
4.03.05.04-0;17-cetogênicos (17-CGS), dosagem 0,04 de 1A
4.03.05.05-8;17-cetogênicos cromatografia 0,04 de 1A
4.03.05.06-6;17-cetosteroides (17-CTS) – cromatografia 0,04 de 1A
4.03.05.07-4;17-cetosteroides relação alfa/beta 0,04 de 1A
4.03.05.08-2;17-cetosteroides totais (17-CTS), dosagem 0,04 de 1A
4.03.05.78-3;17-hidroxicorticosteroides (17-OHS), dosagem 0,25 de 1A
4.03.05.09-0;17-hidroxipregnenolona, dosagem 0,10 de 1A 10,990
4.03.16.02-5;3-alfa-androstonediol glucoronídeo (3ALFDADIOL), dosagem 0,10 de 1A
4.03.05.11-2;Ácido-5-hidróxi-indol acético, dosagem na urina 0,04 de 1A
4.03.05.12-0;Ácido homovanílico, dosagem 0,04 de 1A
4.03.16.03-3;Ácido vanilmandélico (VMA) 0,10 de 1A
4.03.16.04-1;Adrenocorticotrófico, hormônio (ACTH), dosagem 0,04 de 1A
4.03.16.05-0;Aldosterona, dosagem 0,04 de 1A
4.03.16.06-8;Alfa-fetoproteína, dosagem 0,04 de 1A
4.03.05.16-3;AMP cíclico, dosagem 0,10 de 1A
4.03.16.59-9;AMP cíclico nefrogênico na urina (24 h) 0,10 de 1A
4.03.16.60-2;AMP cíclico nefrogênico na urina (amostra isolada) 0,10 de 1A
4.03.16.07-6;Androstenediona, dosagem 0,04 de 1A
4.03.16.08-4;Anticorpo antirreceptor de TSH (TRAB), dosagem 0,25 de 1A
4.03.16.09-2;Anticorpos anti-insulina, dosagem 0,04 de 1A
4.03.16.10-6;Anticorpos antitireoide (tireoglobulina), dosagem 0,04 de 1A
4.03.16.11-4;Antígeno Austrália (HBsAG), pesquisa 0,04 de 1A
4.03.16.12-2;Antígeno carcinoembriogênico (CEA), dosagem 0,10 de 1A
4.03.16.13-0;Antígeno específico prostático livre (PSA livre), dosagem 0,04 de 1A
4.03.16.14-9;Antígeno específico prostático total (PSA), dosagem 0,04 de 1A
4.03.16.15-7;Anti-TPO, dosagem 0,04 de 1A
4.03.16.66-1;Aquaporina 4 (AQP4) 0,04 de 1A 15,912
4.03.16.16-5;Calcitonina, dosagem 0,10 de 1A
4.03.17.50-1;Cálculo do Prostate Health Index (PHI)
4.03.16.17-3;Catecolaminas, dosagem 0,10 de 1A
4.03.16.18-1;Composto S (11-desoxicortisol), dosagem 0,10 de 1A
4.03.16.19-0;Cortisol, dosagem 0,01 de 1A
4.03.05.21-0;Cortisol livre, dosagem 0,01 de 1A
4.03.17.37-4;Cortisol ritmo (2 dosagens) 0,04 de 1A
4.03.16.20-3;Crescimento, hormônio do (HGH), dosagem 0,01 de 1A
4.03.05.22-8;Curva glicêmica (6 dosagens), dosagem
4.03.05.23-6;Curva insulínica (6 dosagens), dosagem
4.03.17.26-9;Curva insulínica e glicêmica (2 dosagens), dosagem 0,04 de 1A
4.03.17.27-7;Curva insulínica e glicêmica (3 dosagens), dosagem 0,01 de 1A
4.03.17.28-5;Curva insulínica e glicêmica (4 dosagens), dosagem 0,01 de 1A 10,985
4.03.17.29-3;Curva insulínica e glicêmica (5 dosagens), dosagem 0,01 de 1A 13,529
4.03.17.39-0;Curva insulínica e glicêmica (6 dosagens), dosagem 0,25 de 1A 15,939
4.03.16.21-1;Dehidroepiandrosterona (DHEA), dosagem 0,04 de 1A
4.03.16.22-0;Dehidrotestosterona (DHT), dosagem 0,04 de 1A
4.03.16.76-9;Deoxicorticosterona, dosagem 0,04 de 1A
4.03.17.49-8;Dosagem de p2PSA
4.03.05.27-9;Dosagem de receptor de progesterona ou de estrogênio 0,50 de 1A 18,710
4.03.16.23-8;Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) – cada dosagem 0,10 de 1A
4.03.05.28-7;Enzima conversora da angiotensina (ECA), dosagem 0,10 de 1A
4.03.05.29-5;Eritropoietina, dosagem 0,10 de 1A
4.03.16.24-6;Estradiol, dosagem 0,01 de 1A
4.03.16.25-4;Estriol, dosagem 0,04 de 1A
4.03.05.59-7;Estrogênios totais (fenolesteroides), dosagem 0,04 de 1A
4.03.16.26-2;Estrona, dosagem 0,04 de 1A
4.03.16.27-0;Ferritina, dosagem 0,01 de 1A
4.03.16.28-9;Folículo estimulante, hormônio (FSH), dosagem 0,01 de 1A
4.03.05.34-1;Gad-Ab-antidescarboxilase do ácido, dosagem 0,25 de 1A
4.03.16.29-7;Gastrina, dosagem 0,04 de 1A
4.03.16.83-1;Glicose após estímulo – glucagon 0,10 de 1A
4.03.16.30-0;Globulina de ligação de hormônios sexuais (SHBG), dosagem 0,10 de 1A
4.03.16.31-9;Globulina transportadora da tiroxina (TBG), dosagem 0,10 de 1A
4.03.05.36-8;Glucagon, dosagem 0,10 de 1A
4.03.16.32-7;Gonadotrófico coriônico, hormônio (HCG), dosagem 0,01 de 1A
4.03.16.86-6;Gonadotrofina coriônica – hemaglutinação ou látex 0,01 de 1A
4.03.16.87-4;HGH estímulo com exercício e clonidina, HGH 0,04 de 1A
4.03.05.38-4;Hormônio antidiurético (vasopressina), dosagem 0,10 de 1A
4.03.05.75-9;Hormônio gonodotrófico coriônico qualitativo (HCG-Beta-HCG), pesquisa 0,01 de 1A
4.03.05.76-7;Hormônio gonodotrófico coriônico quantitativo (HCG-Beta-HCG), dosagem 0,01 de 1A
4.03.16.33-5;Hormônio luteinizante (LH), dosagem 0,01 de 1A
4.03.05.40-6;IGF BP3 (proteína ligadora dos fatores de crescimento insulin-like), dosagem 0,10 de 1A
4.03.16.34-3;Imunoglobulina (IGE), dosagem 0,04 de 1A
4.03.16.35-1;Índice de tiroxina livre (ITL), dosagem 0,01 de 1A
4.03.16.36-0;Insulina, dosagem 0,01 de 1A
4.03.16.95-5;Insulina livre 0,50 de 1A 39,691
4.03.16.96-3;Insulina total e livre 0,50 de 1A 37,814
4.03.05.60-0;Iodo proteico (PBI), dosagem 0,01 de 1A
4.03.05.61-9;Lactogênico placentário hormônio, dosagem 0,10 de 1A
4.03.05.42-2;Leptina, dosagem 0,10 de 1A
4.03.05.77-5;Macroprolactina, dosagem 0,10 de 1A
4.03.16.37-8;Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.), cada dosagem 0,10 de 1A
4.03.17.40-4;Metanefrinas urinária após clonidina 0,04 de 1A
4.03.05.44-9;N-telopeptídeo, pesquisa e/ou dosagem 0,25 de 1A
4.03.16.38-6;Osteocalcina, pesquisa e/ou dosagem 0,10 de 1A
4.03.05.46-5;Paratormônio – PTH ou fração (cada), dosagem 0,25 de 1A
4.03.17.41-2;Paratormônio, proteína relacionada, dosagem 0,25 de 1A 27,689
4.03.16.39-4;Peptídeo C, dosagem 0,04 de 1A
4.03.05.49-0;Piridinolina, dosagem 0,10 de 1A
4.03.05.50-3;Pregnandiol, dosagem 0,04 de 1A
4.03.05.51-1;Pregnantriol, dosagem 0,04 de 1A
4.03.16.40-8;Progesterona, pesquisa e/ou dosagem 0,01 de 1A
4.03.16.41-6;Prolactina, dosagem 0,01 de 1A
4.03.17.42-0;Proteína ligadora do hormônio de crescimento (HGH), dosagem 0,01 de 1A
4.03.17.47-1;Prova funcional de estímulo da prolactina após TRH sem fornecimento do medicamento (por dosagem) 0,04 de 1A
4.03.17.08-0;Prova de sobrecarga de glicose para insulina 0,10 de 1A
4.03.05.54-6;Prova do LH-Rh, dosagem do FSH sem fornecimento de medicamento (cada)
4.03.05.55-4;Prova do LH-Rh, dosagem do LH sem fornecimento de medicamento (cada)
4.03.05.56-2;Prova do TRH-HPR, dosagem do HPR sem fornecimento do material (cada)
4.03.05.57-0;Prova do TRH-TSH, dosagem do TSH sem fornecimento do material (cada)
4.03.05.58-9;Prova para diabete insípido (restrição hídrica NaCL 3% vasopressina) 0,25 de 1A
4.03.05.62-7;Provas de função tireoideana (T3, T4, índices e TSH) 0,01 de 1A
4.03.16.42-4;PTH, dosagem 0,25 de 1A
4.03.16.43-2;Renina, dosagem 0,10 de 1A
4.03.17.43-9;Restrição hídrica, teste 0,25 de 1A 14,587
4.03.16.44-0;Somatomedina C (IGF1), dosagem 0,10 de 1A
4.03.05.63-5;Somatotrófico coriônico (HCS ou PHL), dosagem 0,10 de 1A
4.03.16.45-9;Sulfato de dehidroepiandrosterona (S-DHEA), dosagem 0,04 de 1A
4.03.16.46-7;T3 livre, dosagem 0,01 de 1A
4.03.16.47-5;T3 retenção, dosagem 0,01 de 1A
4.03.16.48-3;T3 reverso, dosagem 0,10 de 1A
4.03.16.49-1;T4 livre, dosagem 0,01 de 1A
4.03.17.12-9;Teste com ACTH para dosagem de DHEA 0,04 de 1A
4.03.17.13-7;Teste com cálcio para dosar calcitonina (calcitonina após estímulo com cálcio) 0,10 de 1A 11,458
4.03.17.14-5;Teste com cortrosina para 17-alfa-hidroxiprogesterona 0,04 de 1A
4.03.17.15-3;Teste com estímulo para renina após captopril 0,10 de 1A
4.03.17.16-1;Teste de estímulo com cortrosina para 11-desoxicortisol 0,10 de 1A
4.03.17.17-0;Teste de estímulo com TRH para dosagem de GH 0,10 de 1A
4.03.17.18-8;Teste de estímulo do GH pela insulina (4 dosagens de GH) 0,10 de 1A
